ImageID,LabelName,XMin,XMax,YMin,YMax
livestock_cow_bbox_006384.jpg,cow,0.29375,0.39791666666666664,0.06574074074074074,0.21666666666666667
livestock_cow_bbox_006384.jpg,cow,0.4005208333333333,0.5026041666666666,0.0,0.10277777777777777
livestock_cow_bbox_006384.jpg,cow,0.08958333333333333,0.171875,0.16111111111111112,0.2972222222222222
livestock_cow_bbox_013789.jpg,cow,0.7192708333333333,0.9994791666666667,0.5361111111111111,0.9972222222222222
livestock_cow_bbox_013789.jpg,cow,0.4546875,0.59375,0.4981481481481482,0.6916666666666667
livestock_cow_bbox_013789.jpg,cow,0.20989583333333334,0.3203125,0.4703703703703704,0.6046296296296296
livestock_cow_bbox_013789.jpg,cow,0.2833333333333333,0.40260416666666665,0.46111111111111114,0.5944444444444444
livestock_pig_bbox_004868.jpg,pig,0.75859375,0.96640625,0.7125,0.8427083333333333
livestock_pig_bbox_004868.jpg,pig,0.7578125,0.93984375,0.6447916666666667,0.7572916666666667
livestock_pig_bbox_004868.jpg,pig,0.59921875,0.9140625,0.8375,0.9979166666666667
livestock_pig_bbox_004868.jpg,pig,0.665625,0.75703125,0.3729166666666667,0.4427083333333333
livestock_pig_bbox_004868.jpg,pig,0.69765625,0.9640625,0.7645833333333333,0.9583333333333334
livestock_pig_bbox_004868.jpg,pig,0.7453125,0.82734375,0.3458333333333333,0.4041666666666667
livestock_pig_bbox_004868.jpg,pig,0.79765625,0.9765625,0.596875,0.696875
livestock_pig_bbox_004868.jpg,pig,0.6140625,0.75078125,0.45208333333333334,0.5583333333333333
livestock_pig_bbox_004868.jpg,pig,0.6828125,0.79296875,0.4239583333333333,0.5104166666666666
livestock_cow_bbox_013951.jpg,cow,0.21354166666666666,0.3125,0.4527777777777778,0.5814814814814815
livestock_cow_bbox_013951.jpg,cow,0.47239583333333335,0.7447916666666666,0.6046296296296296,0.9564814814814815
livestock_cow_bbox_013951.jpg,cow,0.6526041666666667,0.7802083333333333,0.4462962962962963,0.7296296296296296
livestock_cow_bbox_013951.jpg,cow,0.9302083333333333,0.9994791666666667,0.5388888888888889,0.6768518518518518
livestock_cow_bbox_013945.jpg,cow,0.7338541666666667,0.8369791666666667,0.6175925925925926,0.737037037037037
livestock_cow_bbox_006390.jpg,cow,0.03854166666666667,0.15364583333333334,0.48333333333333334,0.637962962962963
livestock_cow_bbox_006390.jpg,cow,0.4036458333333333,0.5692708333333333,0.5388888888888889,0.7166666666666667
livestock_pig_bbox_004854.jpg,pig,0.171875,0.3359375,0.1625,0.44479166666666664
livestock_pig_bbox_004854.jpg,pig,0.4671875,0.63515625,0.28541666666666665,0.7052083333333333
livestock_pig_bbox_004854.jpg,pig,0.73046875,1.009375,0.8802083333333334,1.0854166666666667
livestock_pig_bbox_004854.jpg,pig,0.5671875,0.7578125,-0.0010416666666666667,0.128125
livestock_pig_bbox_004854.jpg,pig,0.47890625,0.796875,0.6916666666666667,0.9552083333333333
livestock_pig_bbox_004854.jpg,pig,1.02109375,1.30078125,0.49895833333333334,0.7958333333333333
livestock_pig_bbox_004854.jpg,pig,1.02421875,1.27734375,0.746875,0.9958333333333333
livestock_pig_bbox_004854.jpg,pig,0.9578125,1.23828125,0.8375,1.0625
livestock_pig_bbox_004854.jpg,pig,1.00546875,1.22734375,-0.0010416666666666667,0.171875
livestock_pig_bbox_004854.jpg,pig,0.753125,1.03359375,-0.0010416666666666667,0.190625
livestock_cow_bbox_013979.jpg,cow,0.20520833333333333,0.47239583333333335,0.3574074074074074,0.6814814814814815
livestock_cow_bbox_013979.jpg,cow,0.7317708333333334,0.8963541666666667,0.41388888888888886,0.7064814814814815
livestock_cow_bbox_006347.jpg,cow,0.28072916666666664,0.5161458333333333,0.16018518518518518,0.5361111111111111
livestock_cow_bbox_006347.jpg,cow,0.2552083333333333,0.38958333333333334,0.44907407407407407,0.787962962962963
livestock_cow_bbox_006347.jpg,cow,0.5916666666666667,0.715625,0.08055555555555556,0.28055555555555556
livestock_cow_bbox_006421.jpg,cow,0.6510416666666666,0.8286458333333333,0.5953703703703703,0.7851851851851852
livestock_cow_bbox_006421.jpg,cow,0.29375,0.5046875,0.5064814814814815,0.7092592592592593
livestock_cow_bbox_013992.jpg,cow,0.033854166666666664,0.16666666666666666,0.6851851851851852,0.9342592592592592
livestock_cow_bbox_013992.jpg,cow,0.646875,0.8692708333333333,0.7222222222222222,0.9935185185185185
livestock_cow_bbox_013992.jpg,cow,0.19947916666666668,0.45677083333333335,0.6277777777777778,0.8768518518518519
livestock_pig_bbox_002202.jpg,pig,0.73671875,0.8578125,-0.0010416666666666667,0.3020833333333333
livestock_pig_bbox_002202.jpg,pig,0.6296875,0.9421875,0.12291666666666666,0.5052083333333334
livestock_pig_bbox_002202.jpg,pig,0.478125,0.65703125,0.0,0.328125
livestock_pig_bbox_002202.jpg,pig,0.31171875,0.5203125,0.04895833333333333,0.35625
livestock_pig_bbox_002202.jpg,pig,0.6796875,1.0140625,0.40208333333333335,0.7197916666666667
livestock_pig_bbox_002202.jpg,pig,0.59140625,0.94453125,0.6677083333333333,0.96875
livestock_pig_bbox_002202.jpg,pig,0.9234375,1.1375,0.6947916666666667,1.0541666666666667
livestock_pig_bbox_002202.jpg,pig,0.6125,1.00390625,0.884375,1.071875
livestock_pig_bbox_002202.jpg,pig,1.053125,1.23515625,-0.0010416666666666667,0.37604166666666666
livestock_pig_bbox_002202.jpg,pig,1.03515625,1.2984375,0.16770833333333332,0.428125
livestock_cow_bbox_014025.jpg,cow,0.3963541666666667,0.5192708333333333,0.6842592592592592,0.8629629629629629
livestock_cow_bbox_014025.jpg,cow,0.2760416666666667,0.5151041666666667,0.4703703703703704,0.7185185185185186
livestock_cow_bbox_014025.jpg,cow,0.6166666666666667,0.8432291666666667,0.47685185185185186,0.7833333333333333
livestock_cow_bbox_013986.jpg,cow,0.31302083333333336,0.4041666666666667,0.39537037037037037,0.5481481481481482
livestock_cow_bbox_013986.jpg,cow,0.7817708333333333,0.9135416666666667,0.4759259259259259,0.6527777777777778
livestock_pig_bbox_002216.jpg,pig,0.17890625,0.32421875,0.003125,0.19791666666666666
livestock_pig_bbox_002216.jpg,pig,0.5828125,0.92890625,0.1625,0.5072916666666667
livestock_pig_bbox_002216.jpg,pig,0.72109375,1.04609375,0.7489583333333333,1.0822916666666667
livestock_pig_bbox_002216.jpg,pig,0.95859375,1.28515625,0.8197916666666667,1.08125
livestock_pig_bbox_002216.jpg,pig,1.10234375,1.290625,0.31145833333333334,0.7958333333333333
livestock_pig_bbox_002216.jpg,pig,0.215625,0.428125,0.09166666666666666,0.3927083333333333
livestock_pig_bbox_002216.jpg,pig,0.1671875,0.375,0.16875,0.47604166666666664
livestock_pig_bbox_002216.jpg,pig,0.44765625,0.79765625,0.71875,1.05625
livestock_pig_bbox_002216.jpg,pig,0.52421875,0.84609375,0.028125,0.2875
livestock_pig_bbox_002216.jpg,pig,0.34375,0.6296875,0.4791666666666667,0.8010416666666667
livestock_pig_bbox_002216.jpg,pig,0.63984375,0.8375,0.446875,0.9354166666666667
livestock_pig_bbox_002216.jpg,pig,0.3640625,0.66796875,0.340625,0.6572916666666667
livestock_pig_bbox_002216.jpg,pig,0.9109375,1.121875,-0.0010416666666666667,0.32916666666666666
livestock_pig_bbox_002216.jpg,pig,0.43671875,0.61015625,0.0,0.17916666666666667
livestock_cow_bbox_014031.jpg,cow,0.1953125,0.33125,0.44722222222222224,0.712037037037037
livestock_cow_bbox_006435.jpg,cow,0.5385416666666667,0.6994791666666667,0.375,0.512962962962963
livestock_cow_bbox_006435.jpg,cow,0.4734375,0.5875,0.23796296296296296,0.387037037037037
livestock_cow_bbox_006435.jpg,cow,0.7385416666666667,0.7880208333333333,0.3055555555555556,0.387037037037037
livestock_cow_bbox_006435.jpg,cow,0.334375,0.4171875,0.2175925925925926,0.3074074074074074
livestock_cow_bbox_006353.jpg,cow,0.2677083333333333,0.3140625,0.512962962962963,0.5898148148148148
livestock_cow_bbox_006353.jpg,cow,0.846875,0.9755208333333333,0.562037037037037,0.8694444444444445
livestock_pig_bbox_004897.jpg,pig,1.03046875,1.2359375,0.19895833333333332,0.6041666666666666
livestock_pig_bbox_004897.jpg,pig,0.8796875,1.03984375,0.0,0.18958333333333333
livestock_pig_bbox_004897.jpg,pig,0.6828125,0.9828125,0.134375,0.525
livestock_pig_bbox_004897.jpg,pig,0.3921875,0.65703125,0.0,0.20833333333333334
livestock_pig_bbox_004897.jpg,pig,0.4234375,0.6890625,0.015625,0.396875
livestock_pig_bbox_004897.jpg,pig,0.18671875,0.37265625,-0.0010416666666666667,0.28229166666666666
livestock_pig_bbox_004897.jpg,pig,0.16015625,0.30859375,0.14270833333333333,0.4979166666666667
